# Planar electrostatic potential
# plane = xy
# average_normal = 1
# normal_axis = z, normal_index = -1
# coord_mode = cartesian
# ia   ib   coord1(Angstrom)   coord2(Angstrom)   V(eV)
   10    49       0.84570594       4.05432351       1.15173617
   11     0       0.92624937       0.04095276       0.63199788
   11     1       0.92624937       0.12285829       0.65949643
   11     2       0.92624937       0.20476381       0.74027710
   11     3       0.92624937       0.28666934       0.86824410
   11     4       0.92624937       0.36857486       1.03397075
   11     5       0.92624937       0.45048039       1.22415558
   11     6       0.92624937       0.53238592       1.42276190
   11     7       0.92624937       0.61429144       1.61455942
   11     8       0.92624937       0.69619697       1.79000328
   11     9       0.92624937       0.77810249       1.94622011
   11    10       0.92624937       0.86000802       2.08223704
   11    11       0.92624937       0.94191354       2.19648272
   11    12       0.92624937       1.02381907       2.28818918
   11    13       0.92624937       1.10572459       2.35708407
   11    14       0.92624937       1.18763012       2.40393872
   11    15       0.92624937       1.26953564       2.43072496
   11    16       0.92624937       1.35144117       2.43890024
   11    17       0.92624937       1.43334669       2.43082660
   11    18       0.92624937       1.51525222       2.40910538
   11    19       0.92624937       1.59715775       2.37739588
   11    20       0.92624937       1.67906327       2.33975550
   11    21       0.92624937       1.76096880       2.30044211
   11    22       0.92624937       1.84287432       2.26388361
   11    23       0.92624937       1.92477985       2.23420617
   11    24       0.92624937       2.00668537       2.21490538
   11    25       0.92624937       2.08859090       2.20817728
